population,scenario,date,estimate,lower,upper,averted,averted_lower,averted_upper,cume_averted,cume_averted_lower,cume_averted_upper,scenario_cat
infant,observed,2024-08-17,194.78925593667546,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-08-24,119.87031134564643,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-08-31,148.17302374670183,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-09-07,138.18383113456466,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-09-14,83.24327176781003,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-09-21,166.48654353562006,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-09-28,111.54598416886544,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-10-05,44.794923482849605,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-10-12,71.34006332453825,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-10-19,71.34006332453825,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-10-26,44.794923482849605,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-11-02,53.09027968337731,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-11-09,26.545139841688655,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-11-16,97.88520316622692,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-11-23,89.58984696569921,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-11-30,71.34006332453825,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-12-07,63.04470712401056,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-12-14,97.88520316622692,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-12-21,89.58984696569921,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2024-12-28,126.08941424802111,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-01-04,127.11691820580475,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-01-11,63.558459102902376,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-01-18,90.31991556728234,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-01-25,98.68287071240105,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-02-01,108.71841688654354,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-02-08,127.11691820580475,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-02-15,108.71841688654354,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-02-22,108.71841688654354,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-03-01,45.15995778364117,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-03-08,71.92141424802111,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-03-15,90.31991556728234,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-03-22,71.92141424802111,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-03-29,81.95696042216359,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-04-05,85.83520844327178,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-04-12,34.96989973614775,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-04-19,7.947704485488125,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,observed,2025-04-26,60.40255408970977,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
infant,vaccine100,2024-01-06,217.4368337730871,163.91392084432718,284.34047493403693,117.08137203166227,50.1777308707124,170.60428496042218,117.08137203166227,50.1777308707124,170.60428496042218,100% vaccination
infant,vaccine100,2024-01-13,186.9956770448549,140.96597192612137,244.53280844327176,100.68997994722955,43.15284854881266,146.71968506596306,217.7713519788918,93.33057941952507,317.32397002638527,100% vaccination
infant,vaccine100,2024-01-20,127.20054775725593,95.88964369393139,166.3391778364116,68.49260263852243,29.353972559366753,99.80350670184697,286.26395461741424,122.68455197889182,417.12747672823224,100% vaccination
infant,vaccine100,2024-01-27,151.11859947229553,113.92017498680738,197.61663007915567,81.37155356200527,34.87352295514512,118.56997804749341,367.6355081794195,157.55807493403694,535.6974547757256,100% vaccination
infant,vaccine100,2024-02-03,163.0776253298153,122.93544063324538,213.2553562005277,87.8110290237467,37.633298153034296,127.95321372031663,455.4465372031662,195.19137308707124,663.6506684960423,100% vaccination
infant,vaccine100,2024-02-10,139.15957361477572,104.90490934036939,181.97790395778364,74.93207810026385,32.113747757255936,109.18674237467019,530.37861530343,227.30512084432718,772.8374108707125,100% vaccination
infant,vaccine100,2024-02-17,132.63646860158312,99.98749171503957,173.4476897097625,71.41963693931397,30.60841583113456,104.06861382585751,601.798252242744,257.9135366754617,876.90602469657,100% vaccination
infant,vaccine100,2024-02-24,84.80036517150394,63.926429129287584,110.89278522427439,45.66173509234827,19.569315039577834,66.53567113456464,647.4599873350923,277.48285171503954,943.4416958311346,100% vaccination
infant,vaccine100,2024-03-02,66.31823430079156,49.993745857519784,86.72384485488125,35.70981846965699,15.30420791556728,52.034306912928756,683.1698058047492,292.78705963060685,995.4760027440633,100% vaccination
infant,vaccine100,2024-03-09,60.882313456464374,45.895897836411606,79.61533298153033,32.78278416886543,14.04976464379947,47.7691997889182,715.9525899736146,306.8368242744063,1043.2452025329815,100% vaccination
infant,vaccine100,2024-03-16,42.40018258575197,31.963214564643792,55.446392612137195,22.830867546174137,9.784657519788917,33.26783556728232,738.7834575197887,316.62148179419523,1076.5130381002639,100% vaccination
infant,vaccine100,2024-03-23,35.877077572559365,27.04579693931398,46.91617836411609,19.31842638522427,8.279325593667545,28.149707018469655,758.101883905013,324.90080738786276,1104.6627451187335,100% vaccination
infant,vaccine100,2024-03-30,60.882313456464374,45.895897836411606,79.61533298153033,32.78278416886543,14.04976464379947,47.7691997889182,790.8846680738784,338.9505720316622,1152.4319449076518,100% vaccination
infant,vaccine100,2024-04-06,22.73043482849604,17.135250870712397,29.724414775725588,12.239464907651712,5.2454849604221625,17.834648865435355,803.1241329815301,344.1960569920844,1170.2665937730872,100% vaccination
infant,vaccine100,2024-04-13,28.929644327176778,21.808501108179417,37.831073350923475,15.577500791556725,6.676071767810026,22.698644010554087,818.7016337730869,350.8721287598944,1192.9652377836412,100% vaccination
infant,vaccine100,2024-04-20,34.09565224274406,25.702876306068596,44.58662216358838,18.35919736147757,7.868227440633244,26.751973298153032,837.0608311345644,358.74035620052763,1219.7172110817942,100% vaccination
infant,vaccine100,2024-04-27,22.73043482849604,17.135250870712397,29.724414775725588,12.239464907651712,5.2454849604221625,17.834648865435355,849.3002960422161,363.9858411609498,1237.5518599472296,100% vaccination
infant,vaccine100,2024-05-04,34.09565224274406,25.702876306068596,44.58662216358838,18.35919736147757,7.868227440633244,26.751973298153032,867.6594934036937,371.85406860158304,1264.3038332453825,100% vaccination
infant,vaccine100,2024-05-11,17.564426912928756,13.240875672823217,22.96886596306068,9.457768337730869,4.0533292875989435,13.781319577836408,877.1172617414245,375.907397889182,1278.085152823219,100% vaccination
infant,vaccine100,2024-05-18,28.929644327176778,21.808501108179417,37.831073350923475,15.577500791556725,6.676071767810026,22.698644010554087,892.6947625329813,382.583469656992,1300.783796833773,100% vaccination
infant,vaccine100,2024-05-25,34.09565224274406,25.702876306068596,44.58662216358838,18.35919736147757,7.868227440633244,26.751973298153032,911.0539598944588,390.45169709762524,1327.535770131926,100% vaccination
infant,vaccine100,2024-06-01,51.660079155672825,38.943751978891825,67.55548812664908,27.816965699208442,11.92155672823219,40.533292875989446,938.8709255936673,402.37325382585743,1368.0690630079155,100% vaccination
infant,vaccine100,2024-06-08,40.2948617414248,30.37612654353562,52.69328073878628,21.697233245382584,9.298814248021108,31.61596844327177,960.5681588390498,411.67206807387856,1399.6850314511873,100% vaccination
infant,vaccine100,2024-06-15,28.929644327176778,21.808501108179417,37.831073350923475,15.577500791556725,6.676071767810026,22.698644010554087,976.1456596306066,418.3481398416886,1422.3836754617414,100% vaccination
infant,vaccine100,2024-06-22,63.02529656992083,47.51137741424801,82.41769551451185,33.93669815303429,14.544299208443269,49.450617308707116,1010.0823577836409,432.8924390501318,1471.8342927704484,100% vaccination
infant,vaccine100,2024-06-29,63.02529656992083,47.51137741424801,82.41769551451185,33.93669815303429,14.544299208443269,49.450617308707116,1044.0190559366752,447.4367382585751,1521.2849100791555,100% vaccination
infant,vaccine100,2024-07-06,60.60110184696568,45.683907546174126,79.24759472295511,32.63136253298152,13.98486965699208,47.54855683377308,1076.6504184696566,461.42160791556717,1568.8334669129285,100% vaccination
infant,vaccine100,2024-07-13,84.40867757255934,63.63115693931396,110.38057836411606,45.45082638522426,19.47892559366754,66.22834701846963,1122.1012448548809,480.9005335092347,1635.061813931398,100% vaccination
infant,vaccine100,2024-07-20,114.70922849604223,86.47311071240105,150.00437572559366,61.76650765171504,26.47136042216359,90.00262543535621,1183.867752506596,507.3718939313983,1725.0644393667544,100% vaccination
infant,vaccine100,2024-07-27,84.40867757255934,63.63115693931396,110.38057836411606,45.45082638522426,19.47892559366754,66.22834701846963,1229.3185788918202,526.8508195250658,1791.292786385224,100% vaccination
infant,vaccine100,2024-08-03,84.40867757255934,63.63115693931396,110.38057836411606,45.45082638522426,19.47892559366754,66.22834701846963,1274.7694052770444,546.3297451187334,1857.5211334036935,100% vaccination
infant,vaccine100,2024-08-10,138.51680422163588,104.4203601055409,181.1373593667546,74.58597150395778,31.965416358839047,108.68241562005277,1349.3553767810022,578.2951614775725,1966.2035490237463,100% vaccination
infant,vaccine100,2024-08-17,126.61301635883905,95.44673540897098,165.57086754617413,68.17623957783641,29.218388390501318,99.34252052770448,1417.5316163588386,607.5135498680738,2065.5460695514507,100% vaccination
infant,vaccine100,2024-08-24,77.91570237467018,58.73645255936675,101.88976464379947,41.954608970976246,17.980546701846965,61.13385878627968,1459.486225329815,625.4940965699208,2126.6799283377304,100% vaccination
infant,vaccine100,2024-08-31,96.31246543535619,72.6047816358839,125.94707018469656,51.860558311345635,22.225953562005273,75.56824211081793,1511.3467836411605,647.7200501319261,2202.2481704485485,100% vaccination
infant,vaccine100,2024-09-07,89.81949023746704,67.71007725593668,117.45625646437995,48.36434089709763,20.727574670184698,70.47375387862797,1559.7111245382582,668.4476248021108,2272.7219243271766,100% vaccination
infant,vaccine100,2024-09-14,54.10812664907652,40.78920316622691,70.75678100263852,29.135145118733508,12.486490765171505,42.45406860158312,1588.8462696569918,680.9341155672823,2315.1759929287596,100% vaccination
infant,vaccine100,2024-09-21,108.21625329815303,81.57840633245382,141.51356200527704,58.270290237467016,24.97298153034301,84.90813720316623,1647.1165598944588,705.9070970976253,2400.084130131926,100% vaccination
infant,vaccine100,2024-09-28,72.50488970976254,54.65753224274407,94.81408654353562,39.0410944591029,16.731897625329815,56.88845192612138,1686.1576543535616,722.6389947229551,2456.9725820580475,100% vaccination
infant,vaccine100,2024-10-05,29.116700263852245,21.949512506596307,38.075684960422166,15.67822321899736,6.719238522427441,22.845410976253298,1701.835877572559,729.3582332453825,2479.817993034301,100% vaccination
infant,vaccine100,2024-10-12,46.371041160949865,34.95663102902374,60.63905382585751,24.969022163588384,10.701009498680737,36.38343229551451,1726.8048997361473,740.0592427440632,2516.2014253298153,100% vaccination
infant,vaccine100,2024-10-19,46.371041160949865,34.95663102902374,60.63905382585751,24.969022163588384,10.701009498680737,36.38343229551451,1751.7739218997356,750.760252242744,2552.5848576253297,100% vaccination
infant,vaccine100,2024-10-26,29.116700263852245,21.949512506596307,38.075684960422166,15.67822321899736,6.719238522427441,22.845410976253298,1767.452145118733,757.4794907651714,2575.430268601583,100% vaccination
infant,vaccine100,2024-11-02,34.508681794195255,26.01423704485488,45.126737730870715,18.581597889182056,7.9635419525065965,27.07604263852243,1786.033743007915,765.443032717678,2602.5063112401053,100% vaccination
infant,vaccine100,2024-11-09,17.254340897097627,13.00711852242744,22.563368865435358,9.290798944591028,3.9817709762532982,13.538021319261215,1795.324541952506,769.4248036939313,2616.0443325593665,100% vaccination
infant,vaccine100,2024-11-16,63.6253820580475,47.96374955145119,83.20242269129288,34.259821108179416,14.682780474934036,49.92145361477573,1829.5843630606855,784.1075841688653,2665.965786174142,100% vaccination
infant,vaccine100,2024-11-23,58.23340052770449,43.89902501319261,76.15136992084433,31.35644643799472,13.438477044854881,45.690821952506596,1860.9408094986802,797.5460612137201,2711.6566081266487,100% vaccination
infant,vaccine100,2024-11-30,46.371041160949865,34.95663102902374,60.63905382585751,24.969022163588384,10.701009498680737,36.38343229551451,1885.9098316622685,808.2470707124008,2748.040040422163,100% vaccination
infant,vaccine100,2024-12-07,40.97905963060686,30.891906490765173,53.588001055408974,22.065647493403695,9.456706068601584,32.152800633245384,1907.9754791556722,817.7037767810024,2780.1928410554087,100% vaccination
infant,vaccine100,2024-12-14,63.6253820580475,47.96374955145119,83.20242269129288,34.259821108179416,14.682780474934036,49.92145361477573,1942.2353002638517,832.3865572559364,2830.1142946701843,100% vaccination
infant,vaccine100,2024-12-21,58.23340052770449,43.89902501319261,76.15136992084433,31.35644643799472,13.438477044854881,45.690821952506596,1973.5917467018464,845.8250343007912,2875.805116622691,100% vaccination
infant,vaccine100,2024-12-28,81.95811926121372,61.783812981530346,107.17600211081795,44.13129498680739,18.913412137203167,64.30560126649077,2017.723041688654,864.7384464379944,2940.1107178891816,100% vaccination
infant,vaccine100,2025-01-04,82.62599683377309,62.28728992084433,108.04938047493404,44.49092137203166,19.06753773087071,64.82962828496042,2062.2139630606857,883.8059841688652,3004.940346174142,100% vaccination
infant,vaccine100,2025-01-11,41.31299841688654,31.143644960422165,54.02469023746702,22.24546068601583,9.533768865435356,32.41481414248021,2084.4594237467018,893.3397530343005,3037.3551603166225,100% vaccination
infant,vaccine100,2025-01-18,58.70794511873352,44.256758627968345,76.77192823218998,31.611970448548817,13.54798733509235,46.06315693931399,2116.0713941952504,906.8877403693929,3083.4183172559365,100% vaccination
infant,vaccine100,2025-01-25,64.14386596306069,48.354606649076516,83.8804401055409,34.539004749340364,14.802430606860158,50.32826406332454,2150.6103989445905,921.6901709762531,3133.746581319261,100% vaccination
infant,vaccine100,2025-02-01,70.6669709762533,53.272024274406334,92.41065435356201,38.051445910290234,16.30776253298153,55.4463926121372,2188.6618448548807,937.9979335092346,3189.1929739313982,100% vaccination
infant,vaccine100,2025-02-08,82.62599683377309,62.28728992084433,108.04938047493404,44.49092137203166,19.06753773087071,64.82962828496042,2233.1527662269123,957.0654712401054,3254.022602216359,100% vaccination
infant,vaccine100,2025-02-15,70.6669709762533,53.272024274406334,92.41065435356201,38.051445910290234,16.30776253298153,55.4463926121372,2271.2042121372024,973.3732337730869,3309.468994828496,100% vaccination
infant,vaccine100,2025-02-22,70.6669709762533,53.272024274406334,92.41065435356201,38.051445910290234,16.30776253298153,55.4463926121372,2309.2556580474925,989.6809963060684,3364.915387440633,100% vaccination
infant,vaccine100,2025-03-01,29.35397255936676,22.128379313984173,38.38596411609499,15.805985224274409,6.773993667546175,23.031578469656996,2325.061643271767,996.4549899736146,3387.9469659102897,100% vaccination
infant,vaccine100,2025-03-08,46.74891926121372,35.24149298153034,61.13320211081794,25.172494986807386,10.788212137203166,36.679921266490766,2350.2341382585746,1007.2432021108177,3424.6268871767807,100% vaccination
infant,vaccine100,2025-03-15,58.70794511873352,44.256758627968345,76.77192823218998,31.611970448548817,13.54798733509235,46.06315693931399,2381.846108707123,1020.79118944591,3470.6900441160947,100% vaccination
infant,vaccine100,2025-03-22,46.74891926121372,35.24149298153034,61.13320211081794,25.172494986807386,10.788212137203166,36.679921266490766,2407.018603693931,1031.5794015831132,3507.3699653825856,100% vaccination
infant,vaccine100,2025-03-29,53.272024274406334,40.15891060686016,69.66341635883904,28.684936147757256,12.293544063324537,41.79804981530343,2435.703539841688,1043.8729456464378,3549.168015197889,100% vaccination
infant,vaccine100,2025-04-05,55.79288548812666,42.059252137203174,72.95992717678101,30.04232295514512,12.875281266490767,43.77595630606861,2465.745862796833,1056.7482269129284,3592.9439715039575,100% vaccination
infant,vaccine100,2025-04-12,22.73043482849604,17.135250870712397,29.724414775725588,12.239464907651712,5.2454849604221625,17.834648865435355,2477.985327704485,1061.9937118733505,3610.7786203693927,100% vaccination
infant,vaccine100,2025-04-19,5.166007915567281,3.894375197889181,6.755548812664906,2.7816965699208436,1.1921556728232188,4.0533292875989435,2480.7670242744057,1063.1858675461738,3614.8319496569916,100% vaccination
infant,vaccine100,2025-04-26,39.26166015831135,29.597251503957786,51.3421709762533,21.140893931398416,9.060383113456465,30.80530258575198,2501.907918205804,1072.2462506596303,3645.6372522427437,100% vaccination
infant,vaccine15,2024-01-06,316.956,308.92756306068605,326.9915461741425,17.56220580474934,7.52665963060686,25.590642744063327,17.56220580474934,7.52665963060686,25.590642744063327,15% vaccination
infant,vaccine15,2024-01-13,272.58216,265.67770423218997,281.2127297097625,15.10349699208443,6.4729272823218995,22.007952759894458,32.66570279683377,13.99958691292876,47.59859550395778,15% vaccination
infant,vaccine15,2024-01-20,185.41926,180.72262439050132,191.29005451187336,10.273890395778363,4.403095883905013,14.970526005277044,42.939593192612136,18.402682796833773,62.569121509234826,15% vaccination
infant,vaccine15,2024-01-27,220.28442,214.70465632717676,227.25912459102904,12.205733034300792,5.231028443271768,17.78549670712401,55.14532622691293,23.63371124010554,80.35461821635883,15% vaccination
infant,vaccine15,2024-02-03,237.717,231.6956722955145,245.24365963060686,13.171654353562003,5.644994722955144,19.19298205804749,68.31698058047493,29.278705963060684,99.54760027440632,15% vaccination
infant,vaccine15,2024-02-10,202.85184,197.71364035883906,209.27458955145119,11.239811715039577,4.81706216358839,16.378011356200528,79.55679229551451,34.09576812664908,115.92561163060685,15% vaccination
infant,vaccine15,2024-02-17,193.34315999999998,188.44581346701844,199.4648431662269,10.712945540897095,4.591262374670184,15.610292073878627,90.26973783641161,38.68703050131926,131.5359037044855,15% vaccination
infant,vaccine15,2024-02-24,123.61283999999998,120.48174959366753,127.52670300791556,6.8492602638522415,2.935397255936675,9.980350670184695,97.11899810026385,41.62242775725594,141.51625437467018,15% vaccination
infant,vaccine15,2024-03-02,96.67157999999999,94.22290673350922,99.73242158311345,5.356472770448548,2.295631187335092,7.8051460369393135,102.4754708707124,43.91805894459103,149.3214004116095,15% vaccination
infant,vaccine15,2024-03-09,88.74767999999999,86.49971765699208,91.55763292875989,4.917417625329814,2.1074646965699206,7.16537996833773,107.39288849604222,46.02552364116095,156.48678037994722,15% vaccination
infant,vaccine15,2024-03-16,61.80641999999999,60.240874796833765,63.76335150395778,3.4246301319261208,1.4676986279683375,4.9901753350923475,110.81751862796834,47.49322226912929,161.47695571503957,15% vaccination
infant,vaccine15,2024-03-23,52.29774,50.97304790501319,53.953605118733506,2.8977639577836407,1.2418988390501318,4.222456052770449,113.71528258575198,48.73512110817942,165.69941176781,15% vaccination
infant,vaccine15,2024-03-30,88.74767999999999,86.49971765699208,91.55763292875989,4.917417625329814,2.1074646965699206,7.16537996833773,118.6327002110818,50.84258580474934,172.86479173614774,15% vaccination
infant,vaccine15,2024-04-06,33.133979999999994,32.29470240633245,34.18307699208443,1.8359197361477568,0.7868227440633243,2.675197329815303,120.46861994722956,51.62940854881266,175.53998906596303,15% vaccination
infant,vaccine15,2024-04-13,42.170519999999996,41.10234851715039,43.505734353562005,2.336625118733509,1.0014107651715038,3.4047966015831133,122.80524506596306,52.63081931398417,178.94478566754614,15% vaccination
infant,vaccine15,2024-04-20,49.70096999999999,48.44205360949867,51.27461548812664,2.7538796042216354,1.1802341160949865,4.012795994722954,125.5591246701847,53.811053430079156,182.9575816622691,15% vaccination
infant,vaccine15,2024-04-27,33.133979999999994,32.29470240633245,34.18307699208443,1.8359197361477568,0.7868227440633243,2.675197329815303,127.39504440633246,54.59787617414248,185.63277899208438,15% vaccination
infant,vaccine15,2024-05-04,49.70096999999999,48.44205360949867,51.27461548812664,2.7538796042216354,1.1802341160949865,4.012795994722954,130.14892401055408,55.778110290237464,189.64557498680733,15% vaccination
infant,vaccine15,2024-05-11,25.603529999999996,24.954997313984162,26.414195857519783,1.4186652506596302,0.6079993931398415,2.0671979366754614,131.56758926121373,56.386109683377306,191.7127729234828,15% vaccination
infant,vaccine15,2024-05-18,42.170519999999996,41.10234851715039,43.505734353562005,2.336625118733509,1.0014107651715038,3.4047966015831133,133.90421437994723,57.38752044854881,195.1175695250659,15% vaccination
infant,vaccine15,2024-05-25,49.70096999999999,48.44205360949867,51.27461548812664,2.7538796042216354,1.1802341160949865,4.012795994722954,136.65809398416886,58.5677545646438,199.13036551978885,15% vaccination
infant,vaccine15,2024-06-01,75.3045,73.39705092348285,77.68881134564644,4.1725448548812665,1.7882335092348285,6.079993931398417,140.83063883905012,60.35598807387863,205.21035945118726,15% vaccination
infant,vaccine15,2024-06-08,58.73751,57.24969972031662,60.597272849604224,3.2545849868073877,1.3948221372031662,4.742395266490765,144.08522382585753,61.75081021108179,209.95275471767803,15% vaccination
infant,vaccine15,2024-06-15,42.170519999999996,41.10234851715039,43.505734353562005,2.336625118733509,1.0014107651715038,3.4047966015831133,146.42184894459103,62.7522209762533,213.35755131926115,15% vaccination
infant,vaccine15,2024-06-22,91.87148999999998,89.54440212664906,94.78034984168863,5.090504722955144,2.1816448812664904,7.417592596306067,151.51235366754617,64.93386585751979,220.7751439155672,15% vaccination
infant,vaccine15,2024-06-29,91.87148999999998,89.54440212664906,94.78034984168863,5.090504722955144,2.1816448812664904,7.417592596306067,156.6028583905013,67.11551073878628,228.19273651187328,15% vaccination
infant,vaccine15,2024-07-06,88.33775999999997,86.10018085488124,91.1347339313984,4.894704379947227,2.0977304485488117,7.132283525065961,161.49756277044852,69.2132411873351,235.32502003693924,15% vaccination
infant,vaccine15,2024-07-13,123.04187999999996,119.92525190501316,126.93766511873348,6.817623957783638,2.921838839050131,9.934252052770447,168.31518672823216,72.13508002638522,245.25927208970967,15% vaccination
infant,vaccine15,2024-07-20,167.21076,162.97534233245383,172.50503208443274,9.264976147757256,3.970704063324538,13.50039381530343,177.58016287598943,76.10578408970976,258.7596659050131,15% vaccination
infant,vaccine15,2024-07-27,123.04187999999996,119.92525190501316,126.93766511873348,6.817623957783638,2.921838839050131,9.934252052770447,184.39778683377307,79.02762292875988,268.6939179577835,15% vaccination
infant,vaccine15,2024-08-03,123.04187999999996,119.92525190501316,126.93766511873348,6.817623957783638,2.921838839050131,9.934252052770447,191.2154107915567,81.94946176781,278.62817001055396,15% vaccination
infant,vaccine15,2024-08-10,201.91487999999998,196.80041338258573,208.30796327176782,11.187895725593666,4.794812453825857,16.302362343007914,202.40330651715038,86.74427422163586,294.9305323535619,15% vaccination
infant,vaccine15,2024-08-17,184.56282,179.88787785751978,190.40649767810027,10.226435936675461,4.382758258575198,14.901378079155672,212.62974245382586,91.12703248021106,309.83191043271756,15% vaccination
infant,vaccine15,2024-08-24,113.57712,110.70023252770447,117.17322934036939,6.293191345646437,2.6970820052770446,9.170078817941953,218.9229337994723,93.8241144854881,319.0019892506595,15% vaccination
infant,vaccine15,2024-08-31,140.39394,136.83778743007915,144.83913071240104,7.779083746701845,3.333893034300791,11.335236316622689,226.70201754617415,97.15800751978888,330.3372255672822,15% vaccination
infant,vaccine15,2024-09-07,130.92918,127.61276805277046,135.07469493403696,7.254651134564644,3.1091362005277046,10.571063081794197,233.9566686807388,100.26714372031658,340.9082886490764,15% vaccination
infant,vaccine15,2024-09-14,78.873,76.87516147757256,81.37029815303431,4.370271767810026,1.8729736147757257,6.3681102902374676,238.32694044854884,102.14011733509231,347.2763989393138,15% vaccination
infant,vaccine15,2024-09-21,157.746,153.75032295514512,162.74059630606862,8.740543535620052,3.7459472295514513,12.736220580474935,247.0674839841689,105.88606456464376,360.01261951978876,15% vaccination
infant,vaccine15,2024-09-28,105.68982000000001,103.01271637994724,109.03619952506598,5.856164168865435,2.509784643799472,8.533267788918206,252.92364815303432,108.39584920844324,368.54588730870694,15% vaccination
infant,vaccine15,2024-10-05,42.44319,41.36811183641161,43.78703770448549,2.351733482849604,1.007885778364116,3.426811646437995,255.27538163588392,109.40373498680735,371.97269895514495,15% vaccination
infant,vaccine15,2024-10-12,67.59470999999999,65.88254848021107,69.73491189973615,3.7453533245382578,1.6051514248021104,5.457514844327176,259.0207349604222,111.00888641160947,377.43021379947214,15% vaccination
infant,vaccine15,2024-10-19,67.59470999999999,65.88254848021107,69.73491189973615,3.7453533245382578,1.6051514248021104,5.457514844327176,262.76608828496046,112.61403783641158,382.88772864379933,15% vaccination
infant,vaccine15,2024-10-26,42.44319,41.36811183641161,43.78703770448549,2.351733482849604,1.007885778364116,3.426811646437995,265.1178217678101,113.6219236147757,386.31454029023735,15% vaccination
infant,vaccine15,2024-11-02,50.30304,49.02887328759895,51.895748390501325,2.7872396833773085,1.1945312928759895,4.061406395778365,267.9050614511874,114.81645490765169,390.3759466860157,15% vaccination
infant,vaccine15,2024-11-09,25.15152,24.514436643799474,25.947874195250662,1.3936198416886543,0.5972656464379947,2.0307031978891823,269.29868129287604,115.41372055408968,392.4066498839049,15% vaccination
infant,vaccine15,2024-11-16,92.74623,90.39698512401056,95.68278609498681,5.138973166226912,2.2024170712401054,7.488218042216358,274.43765445910293,117.61613762532978,399.89486792612126,15% vaccination
infant,vaccine15,2024-11-23,84.88638,82.73622367282321,87.57407540897098,4.703466965699208,2.015771556728232,6.85362329287599,279.1411214248021,119.63190918205801,406.74849121899723,15% vaccination
infant,vaccine15,2024-11-30,67.59470999999999,65.88254848021107,69.73491189973615,3.7453533245382578,1.6051514248021104,5.457514844327176,282.8864747493404,121.23706060686013,412.2060060633244,15% vaccination
infant,vaccine15,2024-12-07,59.734860000000005,58.22178702902375,61.62620121372032,3.3098471240105543,1.4185059102902375,4.822920094986808,286.19632187335094,122.65556651715036,417.0289261583112,15% vaccination
infant,vaccine15,2024-12-14,92.74623,90.39698512401056,95.68278609498681,5.138973166226912,2.2024170712401054,7.488218042216358,291.33529503957783,124.85798358839047,424.5171442005276,15% vaccination
infant,vaccine15,2024-12-21,84.88638,82.73622367282321,87.57407540897098,4.703466965699208,2.015771556728232,6.85362329287599,296.038762005277,126.8737551451187,431.37076749340355,15% vaccination
infant,vaccine15,2024-12-28,119.46972000000001,116.4435740580475,123.25240242744064,6.6196942480211085,2.837011820580475,9.645840189973615,302.65845625329814,129.71076696569918,441.0166076833772,15% vaccination
infant,vaccine15,2025-01-04,120.44328,117.39247396306068,124.25678754617415,6.673638205804749,2.8601306596306064,9.724444242744063,309.3320944591029,132.5708976253298,450.74105192612126,15% vaccination
infant,vaccine15,2025-01-11,60.22164,58.69623698153034,62.128393773087076,3.3368191029023744,1.4300653298153032,4.862222121372032,312.6689135620053,134.0009629551451,455.6032740474933,15% vaccination
infant,vaccine15,2025-01-18,85.57812000000001,83.41044202638524,88.28771746701848,4.741795567282322,2.0321981002638525,6.909473540897098,317.4107091292876,136.03316105540895,462.5127475883904,15% vaccination
infant,vaccine15,2025-01-25,93.50202,91.13363110290237,96.46250612137203,5.180850712401055,2.2203645910290235,7.549239609498681,322.5915598416887,138.25352564643796,470.0619871978891,15% vaccination
infant,vaccine15,2025-02-01,103.0107,100.40145799472296,106.27225250659632,5.707716886543536,2.4461643799472297,8.316958891820581,328.29927672823226,140.69969002638518,478.3789460897097,15% vaccination
